Block,District,Ward,Beat,location_id
078XX S MARYLAND AVE,6,6,624,639
097XX S DREXEL AVE,5,8,511,640
128XX S LOWE AVE,5,9,523,641
002XX N CLINTON ST,12,42,1214,642
054XX N MILWAUKEE AVE,16,45,1622,643
048XX N MASON AVE,16,45,1622,644
050XX N NOTTINGHAM AVE,16,41,1613,645
037XX W CONGRESS PKWY,11,28,1133,646
065XX S PAULINA ST,7,15,725,647
031XX S NORMAL AVE,9,11,915,648
008XX W BELLE PLAINE AVE,19,46,1915,649
034XX N KEELER AVE,17,30,1731,650
011XX N LARRABEE ST,18,27,1822,651
052XX W LELAND AVE,16,45,1623,652
014XX S HALSTED ST,12,11,1232,653
060XX S INDIANA AVE,3,20,311,654
022XX S ALBANY AVE,10,24,1033,655
002XX N HAMLIN BLVD,11,28,1122,656
039XX N ORIOLE AVE,16,36,1631,657
063XX N FRANCISCO AVE,24,50,2413,658
023XX W CULLERTON ST,12,25,1234,659
016XX S HAMLIN AVE,10,24,1014,660
016XX W FARWELL AVE,24,49,2431,661
024XX W 81ST ST,8,18,835,662
054XX S KENNETH AVE,8,23,815,663
034XX N CLARK ST,19,44,1924,664
036XX W 66TH ST,8,13,833,665
031XX W 61ST ST,8,16,823,666
001XX N CENTRAL AVE,15,29,1523,667
017XX W MARQUETTE RD,7,15,725,668
013XX N LOCKWOOD AVE,25,37,2532,669
111XX S BISHOP ST,22,34,2234,670
063XX N NAGLE AVE,16,41,1611,671
015XX N FREMONT ST,18,43,1822,672
076XX S CHAPPEL AVE,4,8,414,673
040XX W WILCOX ST,11,28,1115,674
031XX N SPRINGFIELD AVE,25,31,2523,675
069XX S GREEN ST,7,6,733,676
052XX S FAIRFIELD AVE,9,14,923,677
059XX N ODELL AVE,16,41,1612,678
054XX W WASHINGTON BLVD,15,28,1523,679
055XX S HOYNE AVE,7,15,715,680
049XX W ERIE ST,15,37,1532,681
067XX S OGLESBY AVE,3,5,331,682
069XX S EUCLID AVE,3,5,332,683
056XX W HIGGINS AVE,16,45,1622,684
066XX S ABERDEEN ST,7,17,724,685
020XX W 70TH ST,7,17,735,686
020XX E 72ND PL,3,5,333,687
036XX W FERDINAND ST,11,27,1122,688
023XX W SUPERIOR ST,12,1,1221,689
035XX N LEAVITT ST,19,47,1921,690
047XX N HERMITAGE AVE,19,47,1912,691
006XX N DEARBORN ST,18,42,1832,692
038XX N KEDZIE AVE,17,33,1733,693
058XX S FAIRFIELD AVE,8,16,824,694
050XX S ASHLAND AVE,9,16,931,695
031XX W 63RD ST,8,15,823,696
082XX S DREXEL AVE,6,8,631,697
011XX S FRANCISCO AVE,11,28,1135,698
064XX S WASHTENAW AVE,8,15,825,699
016XX W MADISON ST,12,2,1224,700
031XX W ROOSEVELT RD,11,24,1134,701
041XX W CULLERTON ST,10,24,1012,702
051XX S INDIANA AVE,2,3,231,703
031XX N AVONDALE AVE,14,35,1412,704
029XX W FILLMORE ST,11,28,1135,705
028XX W 23RD ST,10,12,1033,706
059XX S STATE ST,2,20,232,707
080XX S PERRY AVE,6,17,623,708
040XX W 63RD ST,8,13,813,709
062XX S VERNON AVE,3,20,313,710
052XX S KILDARE AVE,8,23,815,711
061XX W MELROSE ST,16,36,1633,712
001XX W 74TH ST,7,6,731,713
080XX S MICHIGAN AVE,6,6,623,714
098XX S MARYLAND AVE,5,8,511,715
010XX N LAVERGNE AVE,15,37,1531,716
012XX S FAIRFIELD AVE,10,28,1023,717
008XX N MICHIGAN AVE,18,42,1833,718
057XX S MORGAN ST,7,16,712,719
009XX W 95TH ST,22,21,2223,720
053XX N LAKE SHORE DR NB,20,48,2023,721
010XX W NORTH AVE,18,32,1811,722
044XX W FULTON ST,11,28,1113,723
113XX S FRONT AVE,5,9,531,724
051XX S ASHLAND AVE,9,16,934,725
036XX N OSCEOLA AVE,16,36,1631,726
081XX S PAXTON AVE,4,8,414,727
0000X N STATE ST,1,42,112,728
002XX S CANAL ST,1,2,121,729
014XX W 18TH ST,12,25,1233,730
009XX N MAYFIELD AVE,15,29,1511,731
013XX W 71ST PL,7,17,734,732
098XX S EWING AVE,4,10,432,733
028XX W MONROE ST,11,2,1124,734
005XX N LAWNDALE AVE,11,27,1122,735
067XX S JEFFERY BLVD,3,5,331,736
048XX W ROSCOE ST,16,38,1634,737
044XX S WHIPPLE ST,9,14,922,738
063XX N LA CROSSE AVE,16,39,1621,739
034XX S DR MARTIN LUTHER KING JR DR,2,4,211,740
080XX S EBERHART AVE,6,6,631,741
068XX S RIDGELAND AVE,3,5,332,742
017XX W HARRISON ST,12,2,1231,743
033XX N WHIPPLE ST,17,33,1733,744
084XX S PEORIA ST,6,21,613,745
028XX N MILWAUKEE AVE,14,35,1412,746
089XX S EMERALD AVE,22,21,2223,747
024XX W TAYLOR ST,11,28,1135,748
107XX S CENTRAL PARK AVE,22,19,2211,749
017XX N LUNA AVE,25,37,2532,750
104XX S HOMAN AVE,22,19,2211,751
002XX S MICHIGAN AVE,1,42,113,752
109XX S ARTESIAN AVE,22,19,2212,753
071XX S PEORIA ST,7,17,733,754
060XX S LOOMIS BLVD,7,16,713,755
033XX W 16TH ST,10,24,1021,756
052XX S WABASH AVE,2,3,225,757
028XX W 59TH ST,8,16,824,758
064XX S KOLIN AVE,8,13,813,759
007XX S LAWNDALE AVE,11,24,1133,760
054XX W MADISON ST,15,29,1522,761
028XX S TRUMBULL AVE,10,22,1032,762
0000X E GRAND AVE,18,42,1834,763
047XX S KEDZIE AVE,8,14,821,764
069XX S WENTWORTH AVE,7,6,731,765
046XX S VINCENNES AVE,2,3,221,766
008XX N MONTICELLO AVE,11,27,1112,767
004XX W ADAMS ST,1,2,121,768
046XX N Sheridan Rd,19,46,1914,769
043XX W CORTEZ ST,11,37,1111,770
049XX S ARTESIAN AVE,9,14,923,771
053XX S CHRISTIANA AVE,8,14,822,772
009XX E 86TH ST,6,8,632,773
052XX S HERMITAGE AVE,9,16,932,774
040XX W 26TH ST,10,22,1031,775
071XX S TROY ST,8,18,831,776
077XX S STEWART AVE,6,17,623,777
059XX W CARMEN AVE,16,45,1622,778
020XX N HONORE ST,14,32,1432,779
014XX W EDGEWATER AVE,20,48,2013,780
040XX N MILWAUKEE AVE,16,45,1624,781
010XX E 101ST ST,5,8,511,782
085XX S KILBOURN AVE,8,18,834,783
038XX W MARQUETTE RD,8,13,833,784
050XX S ST LAWRENCE AVE,2,4,223,785
001XX W 111TH ST,5,34,513,786
037XX W ROOSEVELT RD,11,24,1133,787
081XX S WINCHESTER AVE,6,18,614,788
027XX N LARAMIE AVE,25,31,2521,789
023XX W 23RD ST,10,25,1034,790
046XX W NORTH AVE,25,37,2533,791
072XX S SANGAMON ST,7,17,733,792
009XX W FULLERTON AVE,18,43,1812,793
121XX S EMERALD AVE,5,34,523,794
050XX S KEDZIE AVE,8,14,821,795
035XX S STATE ST,2,3,213,796
020XX W CHARLESTON ST,14,32,1432,797
055XX W LELAND AVE,16,45,1623,798
028XX W JACKSON BLVD,11,2,1124,799
028XX N BROADWAY,19,44,1934,800
021XX N ASHLAND AVE,14,32,1432,801
046XX S LAKE PARK AVE,2,4,222,802
032XX W 23RD ST,10,22,1024,803
009XX W LAWRENCE AVE,20,46,2024,804
054XX S WABASH AVE,2,3,225,805
034XX W ROOSEVELT RD,10,24,1021,806
007XX N HAMLIN AVE,11,27,1112,807
056XX N BROADWAY,20,48,2022,808
033XX N PULASKI RD,17,30,1732,809
065XX S MOZART ST,8,15,831,810
066XX N TALMAN AVE,24,50,2412,811
051XX S KNOX AVE,8,23,815,812
050XX S PULASKI RD,8,14,821,813
015XX E 87TH ST,4,8,412,814
024XX N CANNON DR,19,43,1935,815
046XX N BROADWAY,19,46,1913,816
048XX W ERIE ST,15,28,1532,817
019XX W MADISON ST,12,27,1223,818
037XX S WENTWORTH AVE,9,3,915,819
099XX S WESTERN AVE,22,19,2211,820
018XX S RACINE AVE,12,25,1235,821
022XX W LAKE ST,12,27,1223,822
012XX S SAWYER AVE,10,24,1022,823
049XX N SPRINGFIELD AVE,17,39,1712,824
041XX S BERKELEY AVE,2,4,214,825
016XX E 86TH PL,4,8,412,826
078XX S MORGAN ST,6,17,621,827
055XX S SAWYER AVE,8,14,822,828
045XX S WABASH AVE,2,3,215,829
096XX S LOWE AVE,22,21,2223,830
031XX W HURON ST,12,27,1221,831
0000X E RANDOLPH ST,1,42,111,832
088XX S NORMAL AVE,22,21,2223,833
009XX N RICHMOND ST,12,26,1211,834
005XX N UNION AVE,12,27,1214,835
053XX S WELLS ST,9,3,935,836
031XX N CICERO AVE,25,31,2521,837
075XX S WENTWORTH AVE,6,6,623,838
065XX S CALIFORNIA AVE,8,15,831,839
054XX W WASHINGTON BLVD,15,28,1522,840
011XX S MASON AVE,15,29,1513,841
014XX S PEORIA ST,12,25,1232,842
055XX S SHIELDS AVE,7,3,711,843
041XX N ASHLAND AVE,19,47,1912,844
006XX S WABASH AVE,1,2,123,845
071XX S WESTERN AVE,8,18,832,846
049XX W DAKIN ST,16,45,1634,847
062XX N LEONA AVE,16,45,1621,848
128XX S EMERALD AVE,5,34,523,849
068XX S DANTE AVE,3,5,332,850
029XX W WALTON ST,12,26,1211,851
071XX S JEFFERY BLVD,3,5,333,852
031XX W 58TH ST,8,14,824,853
033XX W HARRISON ST,11,24,1134,854
018XX W WARREN BLVD,12,27,1223,855
024XX N MILWAUKEE AVE,14,35,1414,856
021XX E 95TH PL,4,7,431,857
062XX S MICHIGAN AVE,3,20,311,858
095XX S STATE ST,5,6,511,859
061XX S ARCHER AVE,8,23,811,860
017XX W 21ST ST,12,25,1234,861
013XX W EVERGREEN AVE,14,32,1433,862
009XX N MICHIGAN AVE,18,42,1833,863
051XX S WOODLAWN AVE,2,4,233,864
056XX S GREEN ST,7,20,712,865
034XX W CHICAGO AVE,11,27,1121,866
019XX W WARREN BLVD,12,27,1223,867
008XX W GARFIELD BLVD,9,20,934,868
078XX S PEORIA ST,6,17,621,869
032XX W NORTH AVE,14,26,1422,870
071XX S PEORIA ST,7,6,733,871
0000X N MICHIGAN AVE,1,42,112,872
037XX W 81ST ST,8,18,834,873
116XX S CARPENTER ST,5,34,524,874
006XX E 83RD PL,6,6,632,875
055XX S WELLS ST,7,3,711,876
054XX S HERMITAGE AVE,9,16,932,877
020XX E 95TH ST,4,7,413,878
006XX W GARFIELD BLVD,7,3,711,879
014XX W WELLINGTON AVE,19,32,1932,880
005XX W CHICAGO AVE,18,42,1831,881
012XX W FRY ST,12,27,1213,882
053XX W CONGRESS PKWY,15,29,1522,883
026XX W 24TH ST,10,12,1034,884
054XX W BYRON ST,16,38,1633,885
021XX S TRUMBULL AVE,10,24,1024,886
022XX N AUSTIN AVE,25,37,2515,887
011XX S CENTRAL PARK AVE,11,24,1133,888
005XX N TRUMBULL AVE,11,27,1121,889
073XX S MAY ST,7,17,733,890
006XX N CENTRAL AVE,15,37,1524,891
065XX S CLAREMONT AVE,8,15,832,892
069XX S HARVARD AVE,7,6,731,893
024XX W PERSHING RD,9,12,921,894
066XX S HALSTED ST,7,6,723,895
040XX W CERMAK RD,10,24,1012,896
088XX S JEFFERY BLVD,4,8,412,897
071XX W IRVING PARK RD,16,38,1632,898
054XX N EAST RIVER RD,16,41,1614,899
018XX S PAULINA ST,12,25,1234,900
082XX S KENWOOD AVE,4,8,411,901
048XX W BELMONT AVE,16,30,1634,902
016XX S FAIRFIELD AVE,10,28,1023,903
054XX W NORTH AVE,25,37,2532,904
029XX W HARRISON ST,11,2,1135,905
052XX N RAVENSWOOD AVE,20,40,2012,906
036XX N HALSTED ST,19,46,1925,907
005XX N LARAMIE AVE,15,28,1523,908
037XX W WRIGHTWOOD AVE,25,35,2524,909
059XX S ROCKWELL ST,8,16,824,910
027XX N NARRAGANSETT AVE,25,36,2512,911
015XX W 111TH ST,22,34,2234,912
006XX E 103RD ST,5,9,511,913
073XX S YALE AVE,7,17,731,914
048XX W FERDINAND ST,15,28,1532,915
115XX S WENTWORTH AVE,5,34,522,916
012XX W ROSEMONT AVE,24,40,2433,917
051XX W CONGRESS PKWY,15,29,1533,918
009XX W WEED ST,18,32,1822,919
001XX E SUPERIOR ST,18,42,1833,920
017XX W ARMITAGE AVE,14,32,1432,921
092XX S ELIZABETH ST,22,21,2222,922
018XX N HARDING AVE,25,30,2535,923
061XX S EBERHART AVE,3,20,313,924
064XX S ASHLAND AVE,7,17,725,925
067XX S ST LAWRENCE AVE,3,20,321,926
036XX W BARRY AVE,25,35,2523,927
046XX N WINTHROP AVE,19,46,1914,928
049XX W VAN BUREN ST,15,24,1533,929
022XX W MONROE ST,12,2,1223,930
020XX S MICHIGAN AVE,1,2,132,931
034XX W ARDMORE AVE,17,39,1711,932
038XX W FILLMORE ST,11,24,1133,933
018XX S FAIRFIELD AVE,10,28,1023,934
028XX N RIDGEWAY AVE,25,30,2523,935
067XX S PAULINA ST,7,15,725,936
089XX S HOUSTON AVE,4,10,424,937
062XX S CAMPBELL AVE,8,15,825,938
041XX W CERMAK RD,10,24,1012,939
054XX W FULTON ST,15,28,1523,940
051XX W NORTH AVE,25,37,2533,941
020XX S MICHIGAN AVE,1,3,131,942
044XX W THOMAS ST,11,37,1111,943
012XX W 97TH ST,22,21,2213,944
027XX W 59TH ST,8,16,824,945
061XX S SANGAMON ST,7,16,712,946
029XX S DR MARTIN LUTHER KING JR DR,1,4,133,947
018XX N HERMITAGE AVE,14,32,1433,948
020XX W WARREN BLVD,12,2,1223,949
011XX W GEORGE ST,19,44,1933,950
016XX S WOLCOTT AVE,12,25,1234,951
049XX N SPAULDING AVE,17,39,1713,952
089XX S THROOP ST,22,21,2222,953
081XX S DREXEL AVE,6,8,631,954
013XX N MASSASOIT AVE,25,29,2531,955
040XX E 134TH ST,4,10,433,956
091XX S GREENWOOD AVE,4,8,413,957
073XX W ADDISON ST,16,36,1631,958
013XX W 50TH ST,9,16,933,959
034XX N KEATING AVE,17,30,1731,960
013XX S TRIPP AVE,10,24,1011,961
014XX W 63RD ST,7,16,713,962
026XX N LARAMIE AVE,25,31,2521,963
0000X W 95TH ST,5,21,511,964
034XX N ELAINE PL,19,44,1925,965
096XX S CARPENTER ST,22,21,2223,966
047XX N KASSON AVE,17,39,1722,967
043XX S SPAULDING AVE,8,14,821,968
031XX N LUNA AVE,25,30,2514,969
016XX N LONG AVE,25,37,2532,970
014XX W WEBSTER AVE,18,32,1811,971
024XX S ARCHER AVE,9,11,914,972
063XX W HUNTINGTON ST,16,45,1611,973
101XX S OGLESBY AVE,4,10,431,974
028XX W MEDILL AVE,14,35,1414,975
046XX N CLARK ST,19,47,1912,976
082XX S PEORIA ST,6,21,613,977
024XX N OAKLEY AVE,14,1,1432,978
066XX S MICHIGAN AVE,3,20,322,979
010XX N RIDGEWAY AVE,11,27,1112,980
116XX S PEORIA ST,5,34,524,981
094XX S SANGAMON ST,22,21,2223,982
021XX S KILDARE AVE,10,24,1012,983
016XX W TOUHY AVE,24,49,2423,984
008XX E 81ST ST,6,8,631,985
001XX N LEAVITT ST,12,2,1223,986
039XX W ROOSEVELT RD,10,24,1011,987
0000X W HUBBARD ST,18,42,1831,988
080XX S COTTAGE GROVE AVE,6,6,631,989
115XX S WESTERN AVE,22,19,2212,990
042XX S CALUMET AVE,2,3,213,991
030XX N KEDZIE AVE,14,35,1411,992
011XX W 76TH ST,6,17,612,993
105XX S HALE AVE,22,19,2212,994
027XX W 22ND PL,10,28,1034,995
011XX W WASHBURNE AVE,12,2,1232,996
077XX S CLYDE AVE,4,8,414,997
056XX S MARYLAND AVE,2,5,235,998
057XX S HONORE ST,7,15,715,999
074XX S KINGSTON AVE,3,7,334,1000
0000X W ELM ST,18,42,1824,1001
028XX W 19TH ST,10,12,1022,1002
015XX N GREENVIEW AVE,14,32,1433,1003
024XX S LEAVITT ST,10,25,1034,1004
013XX W 79TH ST,6,21,612,1005
031XX N CENTRAL PARK AVE,25,35,2523,1006
052XX W HARRISON ST,15,29,1522,1007
102XX S RACINE AVE,22,34,2232,1008
056XX S MORGAN ST,7,16,712,1009
019XX S MILLER ST,12,25,1235,1010
015XX N MILWAUKEE AVE,14,1,1424,1011
034XX N HALSTED ST,19,44,1924,1012
022XX S CALIFORNIA AVE,10,12,1033,1013
014XX N WASHTENAW AVE,14,26,1423,1014
051XX S WENTWORTH AVE,2,3,225,1015
0000X S WABASH AVE,1,42,112,1016
057XX S WOLCOTT AVE,7,15,715,1017
085XX S MANISTEE AVE,4,7,423,1018
078XX S DR MARTIN LUTHER KING JR DR,6,6,623,1019
079XX S EBERHART AVE,6,6,624,1020
116XX S MAY ST,5,34,524,1021
007XX N WILLARD CT,12,27,1215,1022
030XX W FIFTH AVE,11,28,1124,1023
021XX W ERIE ST,12,1,1221,1024
015XX S KOSTNER AVE,10,24,1012,1025
022XX N Lincoln Ave,18,43,1812,1026
034XX W LE MOYNE ST,14,26,1422,1027
012XX N DEARBORN ST,18,42,1824,1028
032XX N HAMLIN AVE,17,30,1732,1029
017XX N MASON AVE,25,29,2531,1030
030XX S ARCHER AVE,9,11,913,1031
024XX S WHIPPLE ST,10,12,1033,1032
038XX W MADISON ST,11,28,1122,1033
010XX N MILWAUKEE AVE,12,27,1213,1034
064XX N RICHMOND ST,24,50,2412,1035
032XX W 65TH PL,8,15,831,1036
042XX S INDIANA AVE,2,3,213,1037
045XX S DREXEL BLVD,2,4,221,1038
009XX E 79TH ST,6,8,624,1039
063XX S LOWE AVE,7,16,723,1040
002XX S STATE ST,1,42,113,1041
008XX N STATE ST,18,42,1832,1042
046XX W BELMONT AVE,17,30,1731,1043
077XX S EMERALD AVE,6,17,621,1044
021XX W 58TH ST,7,15,715,1045
087XX S ADA ST,22,21,2222,1046
080XX S RICHMOND ST,8,18,835,1047
112XX S CHAMPLAIN AVE,5,9,531,1048
017XX W 21ST PL,12,25,1234,1049
091XX S ASHLAND AVE,22,21,2221,1050
049XX W HARRISON ST,15,24,1533,1051
066XX S LOWE AVE,7,6,723,1052
002XX W GARFIELD BLVD,2,3,225,1053
035XX W LAKE ST,11,28,1123,1054
055XX S WENTWORTH AVE,2,3,225,1055
133XX S CORLISS AVE,5,9,533,1056
077XX W TOUHY AVE,16,41,1611,1057
005XX S LAVERGNE AVE,15,29,1533,1058
095XX S CLYDE AVE,4,7,431,1059
074XX S STATE ST,3,6,323,1060
009XX W 77TH ST,6,17,621,1061
008XX W JACKSON BLVD,12,27,1232,1062
008XX W AINSLIE ST,20,48,2024,1063
051XX W JACKSON BLVD,15,28,1533,1064
063XX S LAPORTE AVE,8,13,813,1065
089XX S EUCLID AVE,4,8,413,1066
039XX W LAKE ST,11,27,1122,1067
003XX S CICERO AVE,15,24,1533,1068
057XX W DAKIN ST,16,38,1633,1069
003XX N PINE AVE,15,28,1523,1070
066XX S ST LAWRENCE AVE,3,20,321,1071
045XX W THOMAS ST,11,37,1111,1072
037XX W 57TH ST,8,14,822,1073
034XX S INDIANA AVE,2,3,211,1074
013XX W PRATT BLVD,24,49,2431,1075
054XX N LUDLAM AVE,16,45,1623,1076
043XX S HONORE ST,9,12,924,1077
071XX N MANKATO AVE,16,41,1621,1078
034XX N HOYNE AVE,19,32,1921,1079
062XX N ARTESIAN AVE,24,50,2413,1080
026XX N SOUTHPORT AVE,19,32,1932,1081
007XX W BELDEN AVE,18,43,1812,1082
001XX N STATE ST,1,42,111,1083
121XX S MICHIGAN AVE,5,9,532,1084
054XX W QUINCY ST,15,29,1522,1085
084XX S KINGSTON AVE,4,7,423,1086
027XX N FAIRFIELD AVE,14,35,1411,1087
095XX S PEORIA ST,22,21,2223,1088
104XX S AVENUE N,4,10,432,1089
012XX W 87TH ST,6,21,613,1090
048XX S WINCHESTER AVE,9,20,931,1091
0000X N PARKSIDE AVE,15,29,1513,1092
012XX W 70TH ST,7,17,734,1093
014XX W BARRY AVE,19,32,1933,1094
068XX S EAST END AVE,3,5,332,1095
057XX S MICHIGAN AVE,2,20,232,1096
024XX W 34TH PL,9,12,911,1097
076XX S PAULINA ST,6,17,611,1098
006XX N PARKSIDE AVE,15,29,1511,1099
079XX S YALE AVE,6,17,623,1100
005XX S CLAREMONT AVE,12,2,1225,1101
051XX S MARSHFIELD AVE,9,16,932,1102
064XX S KOSTNER AVE,8,13,813,1103
025XX E 91ST ST,4,7,423,1104
110XX S STATE ST,5,9,513,1105
052XX W POTOMAC AVE,25,37,2532,1106
010XX E 132ND ST,5,9,533,1107
049XX W MONROE ST,15,28,1533,1108
085XX S KOLIN AVE,8,18,834,1109
003XX S CALIFORNIA AVE,11,2,1124,1110
033XX N CLAREMONT AVE,19,32,1921,1111
073XX S SOUTH SHORE DR,3,7,334,1112
053XX S RICHMOND ST,9,14,923,1113
073XX S ROCKWELL ST,8,18,835,1114
097XX S PRAIRIE AVE,5,6,511,1115
013XX W CARMEN AVE,20,46,2033,1116
007XX W DIVERSEY PKWY,19,44,1934,1117
031XX W 38TH ST,9,12,911,1118
061XX S WOLCOTT AVE,7,15,714,1119
092XX S WESTERN AVE,22,19,2221,1120
087XX S WOOD ST,22,21,2221,1121
087XX S HONORE ST,22,21,2221,1122
053XX S INDIANA AVE,2,3,231,1123
063XX S ASHLAND AVE,7,16,725,1124
026XX W PERSHING RD,9,12,911,1125
014XX E 67TH PL,3,5,332,1126
116XX S ABERDEEN ST,5,34,524,1127
010XX N SPAULDING AVE,11,26,1121,1128
048XX W ADAMS ST,15,28,1533,1129
0000X N MASON AVE,15,29,1513,1130
003XX N DEARBORN ST,18,42,1831,1131
004XX E 61ST ST,3,20,313,1132
012XX N KARLOV AVE,25,37,2534,1133
086XX S LOOMIS BLVD,6,21,614,1134
052XX W GRAND AVE,25,37,2515,1135
042XX W GLADYS AVE,11,24,1132,1136
028XX N NAGLE AVE,25,36,2511,1137
037XX S WABASH AVE,2,3,213,1138
105XX S MAY ST,22,34,2232,1139
004XX S KEDZIE AVE,11,28,1134,1140
0000X E OHIO ST,18,42,1834,1141
006XX N LA SALLE DR,18,42,1832,1142
037XX W AUGUSTA BLVD,11,27,1112,1143
053XX W ADAMS ST,15,29,1522,1144
048XX S UNION AVE,9,11,935,1145
057XX S ADA ST,7,16,713,1146
032XX N WESTERN AVE,19,32,1921,1147
083XX S STEWART AVE,6,21,622,1148
073XX S RACINE AVE,7,17,733,1149
070XX S ABERDEEN ST,7,17,733,1150
119XX S LA SALLE ST,5,9,522,1151
006XX W ROOSEVELT RD,1,2,124,1152
058XX S CAMPBELL AVE,8,16,824,1153
085XX S CICERO AVE,8,18,834,1154
006XX W WEBSTER AVE,18,43,1812,1155
013XX W FLETCHER ST,19,32,1933,1156
067XX S GREEN ST,7,17,723,1157
049XX S CALUMET AVE,2,3,224,1158
018XX N ALBANY AVE,14,26,1421,1159
068XX S LANGLEY AVE,3,6,321,1160
077XX W MYRTLE AVE,16,41,1612,1161
108XX S BENSLEY AVE,4,10,434,1162
082XX S CARPENTER ST,6,21,613,1163
063XX N CALIFORNIA AVE,24,50,2413,1164
071XX S CHAMPLAIN AVE,3,6,323,1165
008XX W 86TH ST,6,21,613,1166
007XX N RIDGEWAY AVE,11,27,1112,1167
009XX N CENTRAL PARK AVE,11,27,1112,1168
024XX W GLADYS AVE,11,2,1125,1169
051XX W MADISON ST,15,28,1533,1170
061XX N KENMORE AVE,24,48,2433,1171
005XX W SURF ST,19,44,1934,1172
097XX S EWING AVE,4,10,432,1173
037XX W 16TH ST,10,24,1014,1174
083XX S BALTIMORE AVE,4,10,423,1175
080XX S CONSTANCE AVE,4,8,414,1176
038XX S KEDZIE AVE,9,12,911,1177
085XX S KARLOV AVE,8,18,834,1178
117XX S HARVARD AVE,5,34,522,1179
022XX W WASHINGTON BLVD,12,2,1223,1180
132XX S LANGLEY AVE,5,9,533,1181
006XX N LATROBE AVE,15,28,1524,1182
024XX W 34TH ST,9,12,911,1183
009XX N RUSH ST,18,42,1833,1184
024XX W CONGRESS PKWY,11,2,1135,1185
026XX W WINDSOR AVE,19,47,1911,1186
063XX W BELMONT AVE,16,36,1633,1187
032XX S NORMAL AVE,9,11,915,1188
020XX W 69TH PL,7,17,735,1189
091XX S WABASH AVE,6,6,634,1190
097XX S WOODLAWN AVE,5,8,511,1191
030XX N CLARK ST,19,44,1934,1192
006XX S MICHIGAN AVE,1,2,123,1193
025XX N CLYBOURN AVE,19,32,1931,1194
005XX N KEDZIE AVE,12,27,1221,1195
026XX N HALSTED ST,19,43,1935,1196
001XX W 108TH PL,5,34,513,1197
068XX S CLYDE AVE,3,5,331,1198
001XX W MONROE ST,1,42,122,1199
004XX N MICHIGAN AVE,18,42,1834,1200
078XX S CONSTANCE AVE,4,8,414,1201
066XX S BLACKSTONE AVE,3,5,321,1202
026XX N ORCHARD ST,19,43,1935,1203
007XX N MONTICELLO AVE,11,27,1112,1204
011XX N LAWNDALE AVE,11,27,1112,1205
079XX S INGLESIDE AVE,6,8,624,1206
056XX W FULLERTON AVE,25,30,2515,1207
002XX N MICHIGAN AVE,1,42,114,1208
087XX S MAY ST,22,21,2222,1209
109XX S EBERHART AVE,5,9,513,1210
021XX N CENTRAL PARK AVE,25,26,2525,1211
072XX S CONSTANCE AVE,3,8,324,1212
093XX S MARQUETTE AVE,4,7,423,1213
045XX W NORTH AVE,25,37,2533,1214
049XX N LAWNDALE AVE,17,39,1712,1215
055XX W CORTEZ ST,15,37,1524,1216
050XX W MONROE ST,15,28,1533,1217
011XX W JACKSON BLVD,12,2,1232,1218
014XX W 87TH ST,22,21,2222,1219
023XX N HAMLIN AVE,25,35,2525,1220
036XX S WOOD ST,9,11,912,1221
006XX W 69TH ST,7,6,732,1222
028XX N LAKE SHORE DR,19,44,1934,1223
026XX E 78TH ST,4,7,421,1224
008XX N MENARD AVE,15,29,1511,1225
058XX W CHICAGO AVE,15,29,1511,1226
064XX S MARSHFIELD AVE,7,15,725,1227
024XX W POLK ST,11,2,1135,1228
008XX S INDEPENDENCE BLVD,11,24,1133,1229
062XX N LINCOLN AVE,17,50,1711,1230
027XX S KILDARE AVE,10,22,1031,1231
014XX N KILPATRICK AVE,25,37,2533,1232
018XX W HUBBARD ST,12,26,1221,1233
014XX W BELMONT AVE,19,32,1933,1234
002XX E HURON ST,18,42,1834,1235
004XX W 120TH ST,5,34,522,1236
079XX S WOLCOTT AVE,6,18,611,1237
077XX S MAY ST,6,17,612,1238
049XX S ST LAWRENCE AVE,2,4,223,1239
0000X N LATROBE AVE,15,28,1522,1240
007XX S COLUMBUS DR,1,2,114,1241
021XX W 23RD PL,10,25,1034,1242
041XX W WEST END AVE,11,28,1114,1243
081XX S HARVARD AVE,6,21,622,1244
085XX S RACINE AVE,6,21,613,1245
008XX N TRUMBULL AVE,11,27,1121,1246
014XX S MUSEUM CAMPUS DR,1,2,132,1247
015XX N CLYBOURN AVE,18,27,1822,1248
015XX S PULASKI RD,10,24,1014,1249
0000X W RANDOLPH ST,1,42,111,1250
017XX N MONITOR AVE,25,29,2531,1251
020XX N KEELER AVE,25,30,2522,1252
011XX W 47TH ST,9,3,933,1253
027XX W 63RD ST,8,15,825,1254
064XX S GREENWOOD AVE,3,20,314,1255
109XX S DOTY AVE W,5,9,513,1256
047XX S COTTAGE GROVE AVE,2,4,223,1257
064XX S EVANS AVE,3,20,312,1258
011XX S CLARK ST,1,2,123,1259
007XX N TRUMBULL AVE,11,27,1121,1260
045XX S TALMAN AVE,9,12,922,1261
045XX S WOODLAWN AVE,2,4,222,1262
026XX N BURLING ST,19,43,1935,1263
073XX S HARVARD AVE,7,17,731,1264
067XX S CAMPBELL AVE,8,15,832,1265
014XX N ASTOR ST,18,43,1824,1266
060XX S WOLCOTT AVE,7,15,714,1267
054XX S SPRINGFIELD AVE,8,23,822,1268
001XX N MICHIGAN AVE,1,42,111,1269
